ApsimVersion = 7.10 r4171
Title = 52_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/09/1999        200.000        209.663       1048.316        359.316         89.000        600.000        166.750        21089.9          8.000
     25/09/2000        200.000        202.311       1011.557        322.557         89.000        600.000        114.263        20229.3          8.000
     22/09/2001        200.000        161.832        809.160        120.160         89.000        600.000        108.726        16937.0          8.000
     20/09/2002        200.000        186.589        932.947        243.947         89.000        600.000        142.416        18639.5          8.000
     25/09/2003        200.000        191.820        959.101        270.101         89.000        600.000        142.975        19545.5          8.000
     11/10/2004        200.000        208.545       1042.723        353.723         89.000        600.000        138.877        21907.9          8.000
     19/09/2005        200.000        205.564       1027.819        338.819         89.000        600.000        151.797        20410.0          8.000
     26/09/2006        200.000        203.525       1017.623        328.623         89.000        600.000        177.982        21872.5          8.000
     19/09/2007        200.000        203.958       1019.789        330.789         89.000        600.000        155.656        21075.7          8.000
     08/10/2008        200.000        206.245       1031.223        342.223         89.000        600.000        144.329        21214.5          8.000
     11/10/2009        200.000        195.973        979.866        290.866         89.000        600.000        154.588        23648.5          8.000
