ApsimVersion = 7.10 r4171
Title = 52_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/09/1999        200.000        209.853       1049.264        360.264         89.000        600.000        180.371        22099.1          8.000
     25/09/2000        200.000        205.761       1028.803        339.803         89.000        600.000        124.121        20471.0          8.000
     22/09/2001        200.000        166.392        831.960        142.960         89.000        600.000        117.335        17056.5          8.000
     20/09/2002        200.000        190.824        954.119        265.119         89.000        600.000        159.499        19321.0          8.000
     25/09/2003        200.000        186.514        932.570        243.570         89.000        600.000        147.327        19222.2          8.000
     11/10/2004        200.000        208.598       1042.990        353.990         89.000        600.000        143.952        22093.4          8.000
     19/09/2005        200.000        210.504       1052.518        363.518         89.000        600.000        160.219        20861.7          8.000
     26/09/2006        200.000        204.253       1021.265        332.265         89.000        600.000        186.420        22440.2          8.000
     19/09/2007        200.000        196.124        980.618        291.618         89.000        600.000        156.573        20921.4          8.000
     08/10/2008        200.000        202.905       1014.525        325.525         89.000        600.000        142.050        20833.5          8.000
     11/10/2009        200.000        195.457        977.284        288.284         89.000        600.000        162.104        23890.0          8.000
