ApsimVersion = 7.10 r4171
Title = 21_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     10/10/1999         80.000        179.487        897.434        261.834         35.600        600.000        101.864        16168.5          8.000
     08/10/2000         80.000        116.844        584.220        -51.380         35.600        600.000         58.863        13576.7          8.000
     10/10/2001         80.000         96.848        484.240       -151.360         35.600        600.000         51.893        10743.9          8.000
     26/09/2002         80.000        148.853        744.265        108.665         35.600        600.000         78.137        14652.5          8.000
     02/10/2003         80.000        126.689        633.444         -2.156         35.600        600.000         65.888        14131.5          8.000
     18/10/2004         80.000        157.678        788.390        152.790         35.600        600.000         73.158        15880.7          8.000
     23/09/2005         80.000        157.973        789.866        154.266         35.600        600.000         79.656        15027.3          8.000
     06/10/2006         80.000        167.140        835.699        200.099         35.600        600.000        106.294        15695.5          8.000
     02/10/2007         80.000        141.368        706.839         71.239         35.600        600.000         85.735        15144.2          8.000
     13/10/2008         80.000        153.943        769.714        134.114         35.600        600.000         72.329        15057.3          8.000
     11/10/2009         80.000        146.161        730.803         95.203         35.600        600.000         81.148        17675.7          8.000
