ApsimVersion = 7.10 r4171
Title = 54_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        200.000        186.274        931.371        242.371         89.000        600.000        190.663        21712.9          8.000
     08/10/2000        200.000        152.253        761.263         72.263         89.000        600.000        117.449        18769.9          8.000
     17/10/2001        200.000        164.717        823.584        134.584         89.000        600.000        120.560        17501.9          8.000
     16/10/2002        200.000        199.982        999.909        310.909         89.000        600.000        165.736        20916.7          8.000
     02/10/2003        200.000        103.014        515.071       -173.929         89.000        600.000        125.955        14217.3          8.000
     18/10/2004        200.000        140.613        703.064         14.064         89.000        600.000        176.186        22812.3          8.000
     13/10/2005        200.000        200.605       1003.023        314.023         89.000        600.000        143.742        19645.5          8.000
     12/10/2006        200.000        169.133        845.664        156.664         89.000        600.000        196.721        21621.3          8.000
     21/10/2007        200.000        192.135        960.674        271.674         89.000        600.000        168.006        20741.9          8.000
     29/10/2008        200.000        185.402        927.011        238.011         89.000        600.000        152.724        20144.7          8.000
     11/10/2009        200.000         99.908        499.541       -189.459         89.000        600.000        171.051        21352.8          8.000
