ApsimVersion = 7.10 r4171
Title = 67_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     14/09/1999        280.000        212.839       1064.196        339.596        124.600        600.000        198.686        23363.1          8.000
     18/09/2000        280.000        216.079       1080.396        355.796        124.600        600.000        157.473        22468.2          8.000
     14/09/2001        280.000        184.654        923.268        198.668        124.600        600.000        148.336        19088.4          8.000
     13/09/2002        280.000        204.756       1023.782        299.182        124.600        600.000        186.201        21328.4          8.000
     18/09/2003        280.000        206.713       1033.564        308.964        124.600        600.000        177.184        20127.8          8.000
     02/10/2004        280.000        211.801       1059.004        334.404        124.600        600.000        200.637        26270.2          8.000
     13/09/2005        280.000        217.610       1088.049        363.449        124.600        600.000        189.915        23420.7          8.000
     17/09/2006        280.000        212.853       1064.267        339.667        124.600        600.000        204.974        22926.4          8.000
     10/09/2007        280.000        209.837       1049.185        324.585        124.600        600.000        208.632        23696.9          8.000
     28/09/2008        280.000        210.803       1054.013        329.413        124.600        600.000        177.932        22940.7          8.000
     11/10/2009        280.000        208.714       1043.569        318.969        124.600        600.000        206.036        26032.9          8.000
