ApsimVersion = 7.10 r4171
Title = 14_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     29/09/1999         40.000        169.548        847.742        229.942         17.800        600.000         98.720        17182.9          8.000
     05/10/2000         40.000         90.415        452.076       -165.724         17.800        600.000         54.124        11652.1          8.000
     02/10/2001         40.000         81.422        407.110       -210.690         17.800        600.000         53.130        10171.8          8.000
     22/09/2002         40.000        111.981        559.903        -57.897         17.800        600.000         68.237        12661.8          8.000
     02/10/2003         40.000        125.334        626.672          8.872         17.800        600.000         60.245        14191.7          8.000
     18/10/2004         40.000        110.077        550.384        -67.416         17.800        600.000         62.648        12876.2          8.000
     22/09/2005         40.000        116.630        583.149        -34.651         17.800        600.000         71.833        12948.3          8.000
     27/09/2006         40.000        139.430        697.149         79.349         17.800        600.000         86.708        15114.0          8.000
     26/09/2007         40.000         96.110        480.552       -137.248         17.800        600.000         64.082        12439.5          8.000
     09/10/2008         40.000        106.635        533.173        -84.627         17.800        600.000         65.993        11858.8          8.000
     11/10/2009         40.000        134.059        670.295         52.495         17.800        600.000         76.086        15958.6          8.000
