ApsimVersion = 7.10 r4171
Title = 37_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     05/09/1999        160.000        207.279       1036.396        365.196         71.200        600.000        162.875        20803.9          8.000
     10/09/2000        160.000        195.861        979.307        308.107         71.200        600.000        112.916        18914.5          8.000
     05/09/2001        160.000        142.403        712.014         40.814         71.200        600.000        102.805        15040.5          8.000
     05/09/2002        160.000        193.128        965.638        294.438         71.200        600.000        146.351        17997.5          8.000
     09/09/2003        160.000        198.140        990.698        319.498         71.200        600.000        142.457        18633.0          8.000
     22/09/2004        160.000        204.725       1023.623        352.423         71.200        600.000        132.999        20644.6          8.000
     07/09/2005        160.000        198.931        994.655        323.455         71.200        600.000        141.219        19101.4          8.000
     06/09/2006        160.000        200.069       1000.343        329.143         71.200        600.000        162.864        19634.2          8.000
     04/09/2007        160.000        196.247        981.234        310.034         71.200        600.000        141.871        19005.9          8.000
     19/09/2008        160.000        200.727       1003.633        332.433         71.200        600.000        133.455        19895.6          8.000
     24/09/2009        160.000        211.790       1058.951        387.751         71.200        600.000        145.134        21942.2          8.000
