ApsimVersion = 7.10 r4171
Title = 54_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        200.000        186.273        931.366        242.366         89.000        600.000        193.716        21834.4          8.000
     08/10/2000        200.000        152.817        764.087         75.087         89.000        600.000        117.590        18801.5          8.000
     17/10/2001        200.000        164.118        820.592        131.592         89.000        600.000        125.846        17659.4          8.000
     16/10/2002        200.000        199.808        999.039        310.039         89.000        600.000        168.370        20833.8          8.000
     02/10/2003        200.000        110.832        554.161       -134.839         89.000        600.000        129.463        14689.5          8.000
     18/10/2004        200.000        140.618        703.089         14.089         89.000        600.000        178.072        22824.5          8.000
     13/10/2005        200.000        202.489       1012.446        323.446         89.000        600.000        146.723        19847.7          8.000
     12/10/2006        200.000        168.899        844.497        155.497         89.000        600.000        197.751        21575.7          8.000
     21/10/2007        200.000        192.390        961.951        272.951         89.000        600.000        170.386        20970.5          8.000
     29/10/2008        200.000        185.472        927.359        238.359         89.000        600.000        153.619        20192.6          8.000
     11/10/2009        200.000         99.988        499.941       -189.059         89.000        600.000        172.920        21277.1          8.000
