ApsimVersion = 7.10 r4171
Title = 49_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     17/09/1999        200.000        212.559       1062.793        373.793         89.000        600.000        192.927        22841.1          8.000
     18/09/2000        200.000        213.026       1065.129        376.129         89.000        600.000        138.877        21064.6          8.000
     14/09/2001        200.000        172.590        862.951        173.951         89.000        600.000        136.181        17728.9          8.000
     13/09/2002        200.000        197.014        985.072        296.072         89.000        600.000        180.023        20656.3          8.000
     18/09/2003        200.000        198.103        990.514        301.514         89.000        600.000        152.106        19589.6          8.000
     30/09/2004        200.000        209.654       1048.272        359.272         89.000        600.000        156.193        22377.6          8.000
     13/09/2005        200.000        216.422       1082.109        393.109         89.000        600.000        173.655        22283.1          8.000
     17/09/2006        200.000        209.987       1049.937        360.937         89.000        600.000        190.983        22167.5          8.000
     10/09/2007        200.000        202.398       1011.990        322.990         89.000        600.000        170.405        21709.1          8.000
     28/09/2008        200.000        206.350       1031.748        342.748         89.000        600.000        150.959        20719.5          8.000
     11/10/2009        200.000        207.026       1035.129        346.129         89.000        600.000        172.891        24603.6          8.000
