ApsimVersion = 7.10 r4171
Title = 56_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     18/09/1999        240.000        210.032       1050.161        343.361        106.800        600.000        199.064        22784.4          8.000
     23/09/2000        240.000        214.276       1071.382        364.582        106.800        600.000        160.572        21465.1          8.000
     20/09/2001        240.000        176.859        884.294        177.494        106.800        600.000        159.514        19044.2          8.000
     12/09/2002        240.000        201.697       1008.483        301.683        106.800        600.000        189.353        20043.8          8.000
     19/09/2003        240.000        183.329        916.645        209.845        106.800        600.000        162.059        17969.0          8.000
     03/10/2004        240.000        209.181       1045.906        339.106        106.800        600.000        198.684        25176.9          8.000
     13/09/2005        240.000        209.585       1047.926        341.126        106.800        600.000        176.402        21541.9          8.000
     15/09/2006        240.000        202.419       1012.096        305.296        106.800        600.000        194.837        21114.5          8.000
     17/09/2007        240.000        200.747       1003.733        296.933        106.800        600.000        187.499        21088.8          8.000
     28/09/2008        240.000        206.375       1031.876        325.076        106.800        600.000        175.836        21410.8          8.000
     11/10/2009        240.000        203.689       1018.446        311.646        106.800        600.000        190.637        23522.4          8.000
