ApsimVersion = 7.10 r4171
Title = 44_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999        160.000        201.850       1009.250        338.050         71.200        600.000        174.099        22482.6          8.000
     08/10/2000        160.000        174.110        870.549        199.349         71.200        600.000         99.356        18624.0          8.000
     12/10/2001        160.000        151.100        755.502         84.302         71.200        600.000         95.841        15636.6          8.000
     30/09/2002        160.000        187.917        939.586        268.386         71.200        600.000        139.869        18134.0          8.000
     02/10/2003        160.000        151.726        758.628         87.428         71.200        600.000        127.698        17155.1          8.000
     18/10/2004        160.000        188.128        940.641        269.441         71.200        600.000        133.730        21951.2          8.000
     29/09/2005        160.000        200.020       1000.101        328.901         71.200        600.000        136.355        19578.1          8.000
     05/10/2006        160.000        203.924       1019.622        348.422         71.200        600.000        166.631        20545.7          8.000
     02/10/2007        160.000        191.009        955.045        283.845         71.200        600.000        144.466        19473.4          8.000
     19/10/2008        160.000        199.528        997.641        326.441         71.200        600.000        128.753        19874.3          8.000
     11/10/2009        160.000        156.273        781.365        110.165         71.200        600.000        136.986        21889.4          8.000
