ApsimVersion = 7.10 r4171
Title = 43_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/09/1999        160.000        206.962       1034.810        363.610         71.200        600.000        159.992        20622.2          8.000
     25/09/2000        160.000        197.515        987.576        316.376         71.200        600.000        106.256        19866.3          8.000
     22/09/2001        160.000        151.579        757.897         86.697         71.200        600.000         97.771        16110.9          8.000
     20/09/2002        160.000        176.886        884.431        213.231         71.200        600.000        132.460        17875.2          8.000
     25/09/2003        160.000        180.236        901.178        229.977         71.200        600.000        130.398        18858.6          8.000
     11/10/2004        160.000        207.069       1035.346        364.146         71.200        600.000        117.767        21090.5          8.000
     19/09/2005        160.000        192.735        963.676        292.476         71.200        600.000        138.298        19354.3          8.000
     26/09/2006        160.000        202.217       1011.087        339.887         71.200        600.000        165.992        21156.5          8.000
     19/09/2007        160.000        191.829        959.145        287.945         71.200        600.000        135.017        19344.6          8.000
     08/10/2008        160.000        193.241        966.207        295.007         71.200        600.000        126.608        20057.5          8.000
     11/10/2009        160.000        194.635        973.176        301.976         71.200        600.000        136.448        22613.0          8.000
