ApsimVersion = 7.10 r4171
Title = 68_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     29/09/1999        280.000        202.896       1014.479        289.879        124.600        600.000        208.357        23775.7          8.000
     05/10/2000        280.000        212.404       1062.018        337.418        124.600        600.000        167.422        22087.8          8.000
     02/10/2001        280.000        187.283        936.415        211.815        124.600        600.000        172.431        20232.1          8.000
     22/09/2002        280.000        203.302       1016.510        291.910        124.600        600.000        200.258        20939.2          8.000
     02/10/2003        280.000        183.171        915.855        191.255        124.600        600.000        171.619        18432.6          8.000
     18/10/2004        280.000        208.453       1042.263        317.663        124.600        600.000        222.444        26714.9          8.000
     22/09/2005        280.000        212.256       1061.278        336.678        124.600        600.000        198.007        23542.4          8.000
     27/09/2006        280.000        207.034       1035.171        310.571        124.600        600.000        205.978        22843.1          8.000
     26/09/2007        280.000        202.492       1012.458        287.858        124.600        600.000        204.154        23112.4          8.000
     09/10/2008        280.000        204.402       1022.008        297.408        124.600        600.000        186.950        22701.4          8.000
     11/10/2009        280.000        179.731        898.657        174.057        124.600        600.000        194.430        23413.9          8.000
