ApsimVersion = 7.10 r4171
Title = 71_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999        280.000        206.082       1030.411        305.811        124.600        600.000        215.665        24158.6          8.000
     08/10/2000        280.000        202.703       1013.517        288.917        124.600        600.000        153.175        21015.0          8.000
     12/10/2001        280.000        185.360        926.802        202.202        124.600        600.000        163.202        19897.3          8.000
     30/09/2002        280.000        200.979       1004.896        280.296        124.600        600.000        200.632        21628.7          8.000
     02/10/2003        280.000        168.853        844.265        119.665        124.600        600.000        170.974        18096.4          8.000
     18/10/2004        280.000        189.954        949.768        225.168        124.600        600.000        216.540        26197.2          8.000
     29/09/2005        280.000        210.816       1054.079        329.479        124.600        600.000        195.188        23330.4          8.000
     05/10/2006        280.000        210.467       1052.336        327.736        124.600        600.000        209.839        23631.2          8.000
     02/10/2007        280.000        201.198       1005.988        281.388        124.600        600.000        209.920        24048.8          8.000
     19/10/2008        280.000        205.973       1029.863        305.263        124.600        600.000        178.820        22678.0          8.000
     11/10/2009        280.000        157.204        786.018         61.418        124.600        600.000        195.927        23420.1          8.000
