ApsimVersion = 7.10 r4171
Title = 60_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        240.000        201.522       1007.611        300.811        106.800        600.000        207.984        22425.6          8.000
     08/10/2000        240.000        168.143        840.715        133.915        106.800        600.000        151.737        20719.6          8.000
     17/10/2001        240.000        185.065        925.324        218.524        106.800        600.000        166.026        20228.4          8.000
     06/10/2002        240.000        203.649       1018.246        311.446        106.800        600.000        189.190        21410.9          8.000
     02/10/2003        240.000        122.535        612.675        -94.125        106.800        600.000        140.855        15169.3          8.000
     18/10/2004        240.000        157.410        787.051         80.251        106.800        600.000        205.990        23132.6          8.000
     05/10/2005        240.000        204.435       1022.176        315.376        106.800        600.000        186.241        22585.7          8.000
     12/10/2006        240.000        188.510        942.552        235.752        106.800        600.000        209.505        22183.0          8.000
     09/10/2007        240.000        200.553       1002.766        295.966        106.800        600.000        197.912        22331.9          8.000
     29/10/2008        240.000        201.787       1008.936        302.136        106.800        600.000        183.361        21713.7          8.000
     11/10/2009        240.000        115.343        576.716       -130.084        106.800        600.000        187.854        21424.5          8.000
