ApsimVersion = 7.10 r4171
Title = 42_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        160.000        201.676       1008.378        337.178         71.200        600.000        156.518        20335.4          8.000
     08/10/2000        160.000        161.963        809.817        138.617         71.200        600.000         94.803        18013.8          8.000
     17/10/2001        160.000        159.992        799.959        128.759         71.200        600.000         84.918        15675.3          8.000
     06/10/2002        160.000        191.983        959.917        288.717         71.200        600.000        127.743        17860.9          8.000
     02/10/2003        160.000        120.039        600.197        -71.003         71.200        600.000        112.578        15027.3          8.000
     18/10/2004        160.000        156.253        781.263        110.063         71.200        600.000        132.080        20806.5          8.000
     05/10/2005        160.000        190.024        950.118        278.918         71.200        600.000        117.121        18399.5          8.000
     12/10/2006        160.000        188.310        941.549        270.349         71.200        600.000        162.489        20423.5          8.000
     09/10/2007        160.000        183.078        915.392        244.192         71.200        600.000        134.421        18479.4          8.000
     29/10/2008        160.000        196.490        982.449        311.249         71.200        600.000        130.079        18698.9          8.000
     11/10/2009        160.000        115.115        575.573        -95.627         71.200        600.000        141.200        20710.9          8.000
