ApsimVersion = 7.10 r4171
Title = 27_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999         80.000        178.998        894.991        259.391         35.600        600.000        154.008        20046.4          8.000
     08/10/2000         80.000        138.395        691.974         56.374         35.600        600.000         84.271        16351.2          8.000
     17/10/2001         80.000        143.830        719.148         83.548         35.600        600.000         81.291        14739.9          8.000
     16/10/2002         80.000        187.127        935.636        300.036         35.600        600.000        111.618        17642.0          8.000
     02/10/2003         80.000        101.320        506.602       -128.998         35.600        600.000         83.325        14028.6          8.000
     18/10/2004         80.000        134.848        674.241         38.641         35.600        600.000        105.763        18934.4          8.000
     13/10/2005         80.000        166.470        832.351        196.751         35.600        600.000         95.706        16855.2          8.000
     12/10/2006         80.000        166.345        831.723        196.123         35.600        600.000        137.692        18249.7          8.000
     21/10/2007         80.000        149.697        748.487        112.887         35.600        600.000        103.921        16702.9          8.000
     29/10/2008         80.000        172.213        861.066        225.466         35.600        600.000         96.748        17188.1          8.000
     11/10/2009         80.000         98.170        490.852       -144.748         35.600        600.000        106.631        20114.0          8.000
