ApsimVersion = 7.10 r4171
Title = 1_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     05/09/1999          0.000         67.476        337.382       -262.618          0.000        600.000         44.740         9019.4          8.000
     10/09/2000          0.000         27.692        138.462       -461.538          0.000        600.000         33.873         7347.0          8.000
     05/09/2001          0.000         21.082        105.409       -494.591          0.000        600.000         32.368         6260.5          8.000
     05/09/2002          0.000         50.302        251.510       -348.490          0.000        600.000         33.112         6512.2          8.000
     10/09/2003          0.000         27.068        135.342       -464.658          0.000        600.000         34.445         7531.4          8.000
     21/09/2004          0.000          0.025          0.123       -599.877          0.000        600.000         29.556         5866.0          8.000
     07/09/2005          0.000          2.176         10.878       -589.122          0.000        600.000         28.709         5214.6          8.000
     06/09/2006          0.000         22.594        112.971       -487.029          0.000        600.000         33.070         6514.1          8.000
     04/09/2007          0.000         27.441        137.205       -462.795          0.000        600.000         29.743         6275.9          8.000
     19/09/2008          0.000          0.000          0.000       -600.000          0.000        600.000         29.100         5411.6          8.000
     25/09/2009          0.000         23.341        116.707       -483.293          0.000        600.000         33.701         7270.7          8.000
