ApsimVersion = 7.10 r4171
Title = 5_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     29/09/1999          0.000        129.646        648.230         48.230          0.000        600.000         73.058        14213.8          8.000
     05/10/2000          0.000         73.152        365.761       -234.239          0.000        600.000         46.122         9459.8          8.000
     02/10/2001          0.000         52.607        263.033       -336.967          0.000        600.000         43.832         8046.8          8.000
     22/09/2002          0.000         70.877        354.387       -245.613          0.000        600.000         46.490         8605.3          8.000
     02/10/2003          0.000         79.426        397.128       -202.872          0.000        600.000         45.628         9767.0          8.000
     18/10/2004          0.000         45.186        225.928       -374.072          0.000        600.000         46.014         9060.9          8.000
     22/09/2005          0.000         78.812        394.058       -205.942          0.000        600.000         49.098         9297.0          8.000
     27/09/2006          0.000         88.871        444.353       -155.647          0.000        600.000         60.494        10378.6          8.000
     26/09/2007          0.000         72.043        360.215       -239.785          0.000        600.000         49.329         8848.6          8.000
     09/10/2008          0.000         74.859        374.295       -225.705          0.000        600.000         54.507         8625.3          8.000
     11/10/2009          0.000         88.087        440.436       -159.564          0.000        600.000         57.729        11172.8          8.000
