ApsimVersion = 7.10 r4171
Title = 22_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     14/09/1999         80.000        164.085        820.422        184.822         35.600        600.000        112.598        17767.1          8.000
     18/09/2000         80.000        148.853        744.263        108.663         35.600        600.000         67.575        16075.1          8.000
     14/09/2001         80.000         96.888        484.438       -151.162         35.600        600.000         60.185        12752.4          8.000
     13/09/2002         80.000        125.506        627.532         -8.068         35.600        600.000         74.425        14372.8          8.000
     18/09/2003         80.000        169.894        849.471        213.871         35.600        600.000         77.902        17647.1          8.000
     30/09/2004         80.000        142.908        714.541         78.941         35.600        600.000         72.731        15980.7          8.000
     13/09/2005         80.000        151.828        759.138        123.538         35.600        600.000         89.966        16544.1          8.000
     17/09/2006         80.000        162.447        812.234        176.634         35.600        600.000        107.258        17216.1          8.000
     10/09/2007         80.000        149.177        745.884        110.284         35.600        600.000         84.342        16247.4          8.000
     28/09/2008         80.000        159.363        796.814        161.214         35.600        600.000         85.627        16894.2          8.000
     11/10/2009         80.000        182.754        913.770        278.170         35.600        600.000         91.550        19525.4          8.000
