ApsimVersion = 7.10 r4171
Title = 31_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     14/09/1999        120.000        185.402        927.009        273.609         53.400        600.000        136.417        19077.6          8.000
     18/09/2000        120.000        188.544        942.720        289.320         53.400        600.000         86.918        18902.5          8.000
     14/09/2001        120.000        133.490        667.451         14.051         53.400        600.000         76.328        15011.7          8.000
     13/09/2002        120.000        149.048        745.242         91.842         53.400        600.000        102.941        15898.3          8.000
     18/09/2003        120.000        179.061        895.306        241.906         53.400        600.000        108.595        18346.2          8.000
     30/09/2004        120.000        192.919        964.597        311.197         53.400        600.000         95.566        19936.3          8.000
     13/09/2005        120.000        171.979        859.895        206.495         53.400        600.000        111.779        17858.7          8.000
     17/09/2006        120.000        188.842        944.208        290.808         53.400        600.000        138.830        18871.9          8.000
     10/09/2007        120.000        169.259        846.294        192.894         53.400        600.000        113.466        17525.0          8.000
     28/09/2008        120.000        183.437        917.184        263.784         53.400        600.000        106.469        18728.3          8.000
     11/10/2009        120.000        203.731       1018.653        365.253         53.400        600.000        115.146        21162.0          8.000
