ApsimVersion = 7.10 r4171
Title = 43_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/09/1999        160.000        208.426       1042.129        370.929         71.200        600.000        163.617        20851.9          8.000
     25/09/2000        160.000        198.600        992.998        321.798         71.200        600.000        108.039        19941.1          8.000
     22/09/2001        160.000        151.845        759.227         88.027         71.200        600.000         99.789        16111.1          8.000
     20/09/2002        160.000        179.790        898.952        227.752         71.200        600.000        138.707        18071.1          8.000
     25/09/2003        160.000        180.618        903.090        231.890         71.200        600.000        130.364        18879.8          8.000
     11/10/2004        160.000        207.215       1036.077        364.877         71.200        600.000        121.252        21166.5          8.000
     19/09/2005        160.000        195.458        977.291        306.091         71.200        600.000        140.798        19581.4          8.000
     26/09/2006        160.000        200.658       1003.291        332.091         71.200        600.000        165.833        20920.4          8.000
     19/09/2007        160.000        194.768        973.839        302.639         71.200        600.000        138.302        19650.8          8.000
     08/10/2008        160.000        198.127        990.636        319.436         71.200        600.000        131.457        20413.5          8.000
     11/10/2009        160.000        194.242        971.210        300.010         71.200        600.000        136.934        22600.0          8.000
