ApsimVersion = 7.10 r4171
Title = 19_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     07/09/1999         80.000        185.162        925.811        290.211         35.600        600.000        138.282        18416.6          8.000
     10/09/2000         80.000        185.074        925.371        289.771         35.600        600.000         91.549        17993.6          8.000
     05/09/2001         80.000        125.351        626.757         -8.843         35.600        600.000         79.243        13992.6          8.000
     05/09/2002         80.000        155.950        779.750        144.150         35.600        600.000        108.507        15065.8          8.000
     09/09/2003         80.000        191.993        959.967        324.367         35.600        600.000        106.224        18173.1          8.000
     21/09/2004         80.000        182.022        910.108        274.508         35.600        600.000         91.515        18465.1          8.000
     07/09/2005         80.000        165.687        828.436        192.836         35.600        600.000        106.699        16858.8          8.000
     06/09/2006         80.000        174.347        871.735        236.135         35.600        600.000        125.502        17269.8          8.000
     04/09/2007         80.000        165.154        825.771        190.171         35.600        600.000        100.273        16730.4          8.000
     19/09/2008         80.000        170.695        853.476        217.876         35.600        600.000         97.851        17375.2          8.000
     24/09/2009         80.000        200.330       1001.650        366.050         35.600        600.000        107.182        19414.1          8.000
