ApsimVersion = 7.10 r4171
Title = 17_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999         40.000        145.959        729.793        111.993         17.800        600.000         75.016        15893.0          8.000
     08/10/2000         40.000         26.557        132.786       -485.014         17.800        600.000         40.436         8636.7          8.000
     12/10/2001         40.000         20.285        101.425       -516.375         17.800        600.000         39.149         8004.9          8.000
     01/10/2002         40.000         24.989        124.943       -492.857         17.800        600.000         37.967         7533.3          8.000
     02/10/2003         40.000         66.904        334.522       -283.278         17.800        600.000         43.924         9570.4          8.000
     18/10/2004         40.000         81.041        405.204       -212.596         17.800        600.000         56.849        11888.7          8.000
     29/09/2005         40.000         85.253        426.266       -191.534         17.800        600.000         55.423        10151.6          8.000
     05/10/2006         40.000        124.523        622.616          4.816         17.800        600.000         79.684        14305.7          8.000
     02/10/2007         40.000         81.537        407.686       -210.114         17.800        600.000         55.407        11197.8          8.000
     20/10/2008         40.000         92.046        460.229       -157.571         17.800        600.000         59.034        11115.4          8.000
     11/10/2009         40.000         90.080        450.400       -167.400         17.800        600.000         63.925        13384.6          8.000
