ApsimVersion = 7.10 r4171
Title = 63_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        240.000        179.524        897.621        190.821        106.800        600.000        208.309        22013.4          8.000
     08/10/2000        240.000        152.819        764.095         57.295        106.800        600.000        147.499        20294.9          8.000
     17/10/2001        240.000        165.735        828.677        121.877        106.800        600.000        166.176        19975.0          8.000
     16/10/2002        240.000        201.461       1007.306        300.506        106.800        600.000        190.083        22221.5          8.000
     02/10/2003        240.000        116.708        583.538       -123.262        106.800        600.000        140.151        15002.9          8.000
     18/10/2004        240.000        140.640        703.200         -3.600        106.800        600.000        204.189        22862.1          8.000
     13/10/2005        240.000        207.360       1036.802        330.002        106.800        600.000        184.449        22254.2          8.000
     12/10/2006        240.000        169.259        846.296        139.496        106.800        600.000        212.840        21750.6          8.000
     21/10/2007        240.000        194.041        970.206        263.406        106.800        600.000        198.579        22307.5          8.000
     29/10/2008        240.000        186.090        930.449        223.649        106.800        600.000        184.320        22049.5          8.000
     11/10/2009        240.000        100.085        500.424       -206.376        106.800        600.000        188.885        21553.9          8.000
