ApsimVersion = 7.10 r4171
Title = 56_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     18/09/1999        240.000        210.157       1050.785        343.985        106.800        600.000        199.765        22813.8          8.000
     23/09/2000        240.000        210.725       1053.627        346.827        106.800        600.000        145.465        20347.7          8.000
     20/09/2001        240.000        173.938        869.691        162.891        106.800        600.000        150.523        18379.5          8.000
     12/09/2002        240.000        200.471       1002.357        295.557        106.800        600.000        185.722        19865.6          8.000
     19/09/2003        240.000        180.383        901.913        195.113        106.800        600.000        163.589        17802.9          8.000
     03/10/2004        240.000        208.737       1043.684        336.884        106.800        600.000        195.057        25049.2          8.000
     13/09/2005        240.000        209.804       1049.022        342.222        106.800        600.000        173.850        21414.6          8.000
     15/09/2006        240.000        201.898       1009.489        302.689        106.800        600.000        190.618        20823.3          8.000
     17/09/2007        240.000        199.913        999.565        292.765        106.800        600.000        187.264        21062.9          8.000
     28/09/2008        240.000        206.108       1030.541        323.741        106.800        600.000        171.465        21530.0          8.000
     11/10/2009        240.000        203.695       1018.473        311.673        106.800        600.000        187.204        23418.2          8.000
