ApsimVersion = 7.10 r4171
Title = 64_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     05/09/1999        280.000        210.176       1050.880        326.280        124.600        600.000        196.245        22643.5          8.000
     10/09/2000        280.000        209.924       1049.619        325.019        124.600        600.000        174.226        22750.5          8.000
     05/09/2001        280.000        183.979        919.893        195.293        124.600        600.000        157.265        18996.0          8.000
     05/09/2002        280.000        200.048       1000.239        275.639        124.600        600.000        190.024        20507.7          8.000
     09/09/2003        280.000        199.540        997.701        273.101        124.600        600.000        191.443        18757.3          8.000
     22/09/2004        280.000        208.766       1043.832        319.232        124.600        600.000        197.677        24471.1          8.000
     07/09/2005        280.000        214.516       1072.581        347.981        124.600        600.000        203.571        23503.5          8.000
     06/09/2006        280.000        206.903       1034.515        309.915        124.600        600.000        197.041        20944.9          8.000
     04/09/2007        280.000        205.313       1026.566        301.966        124.600        600.000        197.341        21985.0          8.000
     19/09/2008        280.000        209.473       1047.366        322.766        124.600        600.000        183.031        22122.7          8.000
     24/09/2009        280.000        215.347       1076.736        352.136        124.600        600.000        218.584        25290.9          8.000
