ApsimVersion = 7.10 r4171
Title = 60_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        240.000        203.012       1015.060        308.260        106.800        600.000        197.971        22430.1          8.000
     08/10/2000        240.000        170.030        850.148        143.348        106.800        600.000        130.072        19556.1          8.000
     17/10/2001        240.000        186.692        933.461        226.661        106.800        600.000        132.365        18250.2          8.000
     06/10/2002        240.000        204.397       1021.984        315.184        106.800        600.000        179.673        21193.1          8.000
     02/10/2003        240.000        134.364        671.820        -34.980        106.800        600.000        142.510        15814.8          8.000
     18/10/2004        240.000        157.412        787.061         80.261        106.800        600.000        191.705        23421.0          8.000
     05/10/2005        240.000        205.159       1025.793        318.993        106.800        600.000        166.132        21306.9          8.000
     12/10/2006        240.000        188.527        942.633        235.833        106.800        600.000        200.273        22132.8          8.000
     09/10/2007        240.000        201.042       1005.212        298.412        106.800        600.000        192.465        22311.7          8.000
     29/10/2008        240.000        203.171       1015.855        309.055        106.800        600.000        169.438        21157.7          8.000
     11/10/2009        240.000        115.545        577.727       -129.073        106.800        600.000        183.663        21462.2          8.000
