ApsimVersion = 7.10 r4171
Title = 71_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999        280.000        205.990       1029.949        305.349        124.600        600.000        215.048        24181.6          8.000
     08/10/2000        280.000        201.993       1009.966        285.366        124.600        600.000        150.566        20824.4          8.000
     12/10/2001        280.000        185.239        926.196        201.596        124.600        600.000        159.104        19553.3          8.000
     30/09/2002        280.000        200.714       1003.571        278.971        124.600        600.000        199.814        21849.1          8.000
     02/10/2003        280.000        161.567        807.833         83.233        124.600        600.000        167.155        17701.1          8.000
     18/10/2004        280.000        189.955        949.776        225.176        124.600        600.000        212.448        26228.5          8.000
     29/09/2005        280.000        209.752       1048.759        324.159        124.600        600.000        190.703        22915.1          8.000
     05/10/2006        280.000        210.603       1053.016        328.416        124.600        600.000        209.717        23757.2          8.000
     02/10/2007        280.000        200.859       1004.295        279.695        124.600        600.000        209.821        23997.2          8.000
     19/10/2008        280.000        205.672       1028.361        303.761        124.600        600.000        175.039        22152.3          8.000
     11/10/2009        280.000        157.170        785.848         61.248        124.600        600.000        197.272        23513.7          8.000
