ApsimVersion = 7.10 r4171
Title = 24_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999         80.000        184.693        923.464        287.864         35.600        600.000        104.013        16840.7          8.000
     08/10/2000         80.000        104.838        524.192       -111.408         35.600        600.000         58.867        13398.7          8.000
     17/10/2001         80.000         91.690        458.449       -177.151         35.600        600.000         49.571        10481.1          8.000
     06/10/2002         80.000        150.694        753.471        117.871         35.600        600.000         78.904        14969.0          8.000
     02/10/2003         80.000        111.227        556.137        -79.463         35.600        600.000         63.720        14067.1          8.000
     18/10/2004         80.000        124.376        621.881        -13.719         35.600        600.000         71.385        15192.2          8.000
     05/10/2005         80.000        140.027        700.135         64.535         35.600        600.000         75.494        14834.1          8.000
     12/10/2006         80.000        168.160        840.802        205.202         35.600        600.000        100.473        16371.9          8.000
     09/10/2007         80.000        136.607        683.033         47.433         35.600        600.000         84.518        15439.3          8.000
     29/10/2008         80.000        148.804        744.021        108.421         35.600        600.000         74.485        15225.9          8.000
     11/10/2009         80.000        106.204        531.021       -104.579         35.600        600.000         82.044        18225.1          8.000
