ApsimVersion = 7.10 r4171
Title = 40_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     17/09/1999        160.000        210.716       1053.580        382.380         71.200        600.000        178.258        21853.5          8.000
     18/09/2000        160.000        204.554       1022.769        351.569         71.200        600.000        122.248        20193.6          8.000
     14/09/2001        160.000        159.854        799.269        128.069         71.200        600.000        116.320        16667.1          8.000
     13/09/2002        160.000        195.543        977.715        306.515         71.200        600.000        158.765        19553.2          8.000
     18/09/2003        160.000        192.148        960.740        289.540         71.200        600.000        134.271        19239.4          8.000
     30/09/2004        160.000        205.917       1029.585        358.385         71.200        600.000        131.378        21063.8          8.000
     13/09/2005        160.000        206.004       1030.020        358.820         71.200        600.000        152.168        20282.2          8.000
     17/09/2006        160.000        206.971       1034.853        363.653         71.200        600.000        178.520        21564.1          8.000
     10/09/2007        160.000        192.991        964.953        293.753         71.200        600.000        144.095        19461.0          8.000
     28/09/2008        160.000        199.363        996.817        325.617         71.200        600.000        137.883        19971.5          8.000
     11/10/2009        160.000        206.401       1032.006        360.806         71.200        600.000        150.568        23308.2          8.000
