ApsimVersion = 7.10 r4171
Title = 46_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     05/09/1999        200.000        208.124       1040.618        351.618         89.000        600.000        166.672        21155.4          8.000
     10/09/2000        200.000        199.670        998.350        309.350         89.000        600.000        119.249        19237.6          8.000
     05/09/2001        200.000        151.570        757.851         68.851         89.000        600.000        110.188        15802.3          8.000
     05/09/2002        200.000        197.760        988.799        299.799         89.000        600.000        148.459        18174.3          8.000
     09/09/2003        200.000        202.212       1011.059        322.059         89.000        600.000        154.192        19039.7          8.000
     22/09/2004        200.000        206.132       1030.659        341.659         89.000        600.000        154.229        22022.3          8.000
     07/09/2005        200.000        206.488       1032.442        343.442         89.000        600.000        148.987        19719.6          8.000
     06/09/2006        200.000        203.577       1017.884        328.884         89.000        600.000        174.120        20429.8          8.000
     04/09/2007        200.000        205.372       1026.862        337.862         89.000        600.000        161.594        20789.1          8.000
     19/09/2008        200.000        202.983       1014.917        325.917         89.000        600.000        144.318        20587.4          8.000
     24/09/2009        200.000        213.286       1066.429        377.429         89.000        600.000        162.553        23635.5          8.000
