ApsimVersion = 7.10 r4171
Title = 33_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999        120.000        201.427       1007.133        353.733         53.400        600.000        150.280        19841.2          8.000
     08/10/2000        120.000        154.723        773.614        120.214         53.400        600.000         86.545        17458.3          8.000
     17/10/2001        120.000        144.635        723.174         69.774         53.400        600.000         74.048        14590.6          8.000
     06/10/2002        120.000        180.593        902.966        249.566         53.400        600.000        114.754        16872.8          8.000
     02/10/2003        120.000        101.596        507.982       -145.418         53.400        600.000         97.595        13961.9          8.000
     18/10/2004        120.000        154.713        773.566        120.166         53.400        600.000        113.382        19721.4          8.000
     05/10/2005        120.000        179.797        898.983        245.583         53.400        600.000        103.083        17632.3          8.000
     12/10/2006        120.000        186.702        933.511        280.111         53.400        600.000        143.733        18913.1          8.000
     09/10/2007        120.000        168.649        843.243        189.843         53.400        600.000        121.406        17394.3          8.000
     29/10/2008        120.000        181.860        909.299        255.899         53.400        600.000        107.995        17672.6          8.000
     11/10/2009        120.000        113.960        569.798        -83.602         53.400        600.000        118.338        20280.1          8.000
