ApsimVersion = 7.10 r4171
Title = 6_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999          0.000         98.544        492.722       -107.278          0.000        600.000         50.807        10433.3          8.000
     08/10/2000          0.000         11.544         57.720       -542.280          0.000        600.000         36.483         7004.7          8.000
     17/10/2001          0.000          0.000          0.000       -600.000          0.000        600.000         26.943         4779.6          8.000
     06/10/2002          0.000         14.557         72.783       -527.217          0.000        600.000         32.065         6226.0          8.000
     02/10/2003          0.000         12.005         60.026       -539.974          0.000        600.000         31.781         6193.0          8.000
     18/10/2004          0.000          0.000          0.000       -600.000          0.000        600.000         31.376         6017.9          8.000
     05/10/2005          0.000          0.054          0.272       -599.728          0.000        600.000         30.926         5408.2          8.000
     12/10/2006          0.000         18.614         93.068       -506.932          0.000        600.000         34.583         6605.3          8.000
     09/10/2007          0.000          0.000          0.000       -600.000          0.000        600.000         30.614         5356.5          8.000
     29/10/2008          0.000          5.891         29.453       -570.547          0.000        600.000         30.836         5820.0          8.000
     11/10/2009          0.000          0.000          0.000       -600.000          0.000        600.000         35.368         7273.9          8.000
