ApsimVersion = 7.10 r4171
Title = 53_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999        200.000        203.129       1015.647        326.647         89.000        600.000        193.691        23580.1          8.000
     08/10/2000        200.000        180.727        903.633        214.633         89.000        600.000        114.645        19055.1          8.000
     12/10/2001        200.000        163.563        817.816        128.816         89.000        600.000        117.050        16367.3          8.000
     30/09/2002        200.000        191.236        956.182        267.182         89.000        600.000        171.051        20425.6          8.000
     02/10/2003        200.000        159.012        795.059        106.059         89.000        600.000        140.214        17558.8          8.000
     18/10/2004        200.000        189.474        947.371        258.371         89.000        600.000        159.071        23624.3          8.000
     29/09/2005        200.000        209.416       1047.080        358.080         89.000        600.000        157.547        20788.1          8.000
     05/10/2006        200.000        205.709       1028.545        339.545         89.000        600.000        185.056        21959.4          8.000
     02/10/2007        200.000        197.258        986.288        297.288         89.000        600.000        167.132        21221.5          8.000
     19/10/2008        200.000        203.981       1019.906        330.906         89.000        600.000        145.862        20592.4          8.000
     11/10/2009        200.000        156.714        783.572         94.572         89.000        600.000        161.350        22571.5          8.000
