ApsimVersion = 7.10 r4171
Title = 15_Floyd_198B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/10/1999         40.000        179.866        899.330        281.530         17.800        600.000         97.544        16496.5          8.000
     08/10/2000         40.000         84.666        423.332       -194.468         17.800        600.000         55.614        11187.1          8.000
     17/10/2001         40.000         84.416        422.078       -195.722         17.800        600.000         49.766         9422.4          8.000
     06/10/2002         40.000        132.381        661.907         44.107         17.800        600.000         73.464        13558.4          8.000
     02/10/2003         40.000         95.767        478.833       -138.967         17.800        600.000         52.655        12109.8          8.000
     18/10/2004         40.000         86.211        431.055       -186.745         17.800        600.000         64.938        12347.3          8.000
     05/10/2005         40.000        108.572        542.858        -74.942         17.800        600.000         67.200        11841.3          8.000
     12/10/2006         40.000        154.835        774.174        156.374         17.800        600.000         91.536        15251.6          8.000
     09/10/2007         40.000         99.998        499.988       -117.812         17.800        600.000         65.750        12251.9          8.000
     29/10/2008         40.000        109.457        547.287        -70.513         17.800        600.000         64.741        11639.5          8.000
     11/10/2009         40.000         87.214        436.072       -181.728         17.800        600.000         74.230        15541.4          8.000
