ApsimVersion = 7.10 r4171
Title = 39_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     12/10/1999        160.000        201.420       1007.098        335.898         71.200        600.000        189.072        21762.3          8.000
     08/10/2000        160.000        181.718        908.589        237.389         71.200        600.000        118.539        18023.2          8.000
     10/10/2001        160.000        188.046        940.232        269.032         71.200        600.000        134.608        17283.3          8.000
     26/09/2002        160.000        196.141        980.704        309.504         71.200        600.000        164.858        19533.4          8.000
     02/10/2003        160.000        137.558        687.791         16.591         71.200        600.000        117.739        14911.3          8.000
     18/10/2004        160.000        192.781        963.902        292.702         71.200        600.000        160.727        22503.5          8.000
     23/09/2005        160.000        202.218       1011.092        339.892         71.200        600.000        139.363        18235.0          8.000
     06/10/2006        160.000        201.751       1008.755        337.555         71.200        600.000        184.521        20694.8          8.000
     02/10/2007        160.000        193.809        969.043        297.843         71.200        600.000        153.138        19541.5          8.000
     13/10/2008        160.000        202.230       1011.148        339.948         71.200        600.000        139.053        18719.3          8.000
     11/10/2009        160.000        151.514        757.572         86.372         71.200        600.000        154.885        20476.3          8.000
