ApsimVersion = 7.10 r4171
Title = 66_Readlyn_399
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     10/10/1999        280.000        196.058        980.289        255.689        124.600        600.000        199.984        21926.5          8.000
     08/10/2000        280.000        202.409       1012.045        287.445        124.600        600.000        166.635        21410.1          8.000
     10/10/2001        280.000        191.590        957.952        233.352        124.600        600.000        171.043        19920.2          8.000
     26/09/2002        280.000        198.928        994.640        270.040        124.600        600.000        192.977        19975.2          8.000
     02/10/2003        280.000        145.027        725.134          0.534        124.600        600.000        155.232        15320.4          8.000
     18/10/2004        280.000        192.960        964.801        240.201        124.600        600.000        214.772        23326.3          8.000
     23/09/2005        280.000        210.220       1051.098        326.498        124.600        600.000        197.632        21848.9          8.000
     06/10/2006        280.000        204.702       1023.511        298.911        124.600        600.000        201.918        21175.5          8.000
     02/10/2007        280.000        197.040        985.202        260.602        124.600        600.000        192.098        21444.5          8.000
     13/10/2008        280.000        207.787       1038.934        314.334        124.600        600.000        183.705        21282.2          8.000
     11/10/2009        280.000        151.728        758.638         34.038        124.600        600.000        186.799        20805.7          8.000
