ApsimVersion = 7.10 r4171
Title = 61_Kenyon_83B
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     24/09/1999        240.000        211.059       1055.297        348.497        106.800        600.000        186.113        22712.0          8.000
     25/09/2000        240.000        212.550       1062.751        355.951        106.800        600.000        133.820        21115.8          8.000
     22/09/2001        240.000        175.630        878.150        171.350        106.800        600.000        126.880        17862.2          8.000
     20/09/2002        240.000        196.750        983.748        276.948        106.800        600.000        168.415        20105.2          8.000
     25/09/2003        240.000        200.998       1004.992        298.192        106.800        600.000        159.865        20059.2          8.000
     11/10/2004        240.000        209.591       1047.955        341.155        106.800        600.000        165.969        23684.2          8.000
     19/09/2005        240.000        215.259       1076.297        369.497        106.800        600.000        174.259        22084.5          8.000
     26/09/2006        240.000        206.210       1031.049        324.249        106.800        600.000        192.631        22750.4          8.000
     19/09/2007        240.000        205.559       1027.795        320.995        106.800        600.000        183.820        23465.2          8.000
     08/10/2008        240.000        207.570       1037.851        331.051        106.800        600.000        157.412        22033.2          8.000
     11/10/2009        240.000        196.429        982.145        275.345        106.800        600.000        176.034        24587.5          8.000
