ApsimVersion = 7.10 r4171
Title = 13_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     17/09/1999         40.000        166.636        833.182        215.382         17.800        600.000        117.557        17585.0          8.000
     18/09/2000         40.000        149.015        745.076        127.276         17.800        600.000         72.663        15945.8          8.000
     14/09/2001         40.000         89.291        446.455       -171.345         17.800        600.000         64.412        12075.3          8.000
     13/09/2002         40.000        128.057        640.285         22.485         17.800        600.000         80.564        14439.6          8.000
     18/09/2003         40.000        156.669        783.345        165.545         17.800        600.000         72.767        16566.9          8.000
     30/09/2004         40.000        119.277        596.384        -21.416         17.800        600.000         69.590        13689.5          8.000
     13/09/2005         40.000        143.568        717.841        100.041         17.800        600.000         89.804        15811.4          8.000
     17/09/2006         40.000        151.837        759.187        141.387         17.800        600.000         99.183        16441.7          8.000
     10/09/2007         40.000        121.764        608.819         -8.981         17.800        600.000         75.034        14505.0          8.000
     28/09/2008         40.000        130.726        653.630         35.830         17.800        600.000         81.696        14247.0          8.000
     11/10/2009         40.000        167.032        835.161        217.361         17.800        600.000         88.036        18072.7          8.000
