ApsimVersion = 7.10 r4171
Title = 2_Clyde_84
           Date   fert_applied      corn_buac   GrossReturns      NetReturn          Ncost      FixedCost   Nupt_biomass        biomass         plants
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()             ()        (kg/ha)    (plants/m2)
     18/09/1999          0.000        153.954        769.769        169.769          0.000        600.000         95.494        15857.0          8.000
     23/09/2000          0.000        111.516        557.580        -42.420          0.000        600.000         61.665        12841.6          8.000
     20/09/2001          0.000         84.924        424.618       -175.382          0.000        600.000         56.461         9777.4          8.000
     12/09/2002          0.000        108.161        540.803        -59.197          0.000        600.000         64.950        12084.6          8.000
     19/09/2003          0.000        109.751        548.753        -51.247          0.000        600.000         56.149        12467.4          8.000
     03/10/2004          0.000         81.568        407.842       -192.158          0.000        600.000         52.920        10167.2          8.000
     13/09/2005          0.000        108.924        544.618        -55.382          0.000        600.000         66.493        11898.3          8.000
     15/09/2006          0.000        120.727        603.636          3.636          0.000        600.000         76.647        12976.8          8.000
     17/09/2007          0.000         93.381        466.903       -133.097          0.000        600.000         59.089        10538.9          8.000
     28/09/2008          0.000        107.224        536.117        -63.883          0.000        600.000         67.162        10088.2          8.000
     11/10/2009          0.000        142.535        712.675        112.675          0.000        600.000         76.204        15251.8          8.000
